source_image,patch_image,source_mask,patch_mask,orig_h,orig_w,patch_h,patch_w,x,y,x_end,y_end,pad_right,pad_bottom,stride_h,stride_w
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00448_x02240.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00448_x02240.png,959,3900,512,512,2240,448,2752,959,0,1,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00448_x02688.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00448_x02688.png,959,3900,512,512,2688,448,3200,959,0,1,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00448_x03136.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00448_x03136.png,959,3900,512,512,3136,448,3648,959,0,1,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00448_x03584.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00448_x03584.png,959,3900,512,512,3584,448,3900,959,196,1,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x00000.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x00000.png,959,3900,512,512,0,896,512,959,0,449,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x00448.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x00448.png,959,3900,512,512,448,896,960,959,0,449,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x00896.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x00896.png,959,3900,512,512,896,896,1408,959,0,449,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x01344.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x01344.png,959,3900,512,512,1344,896,1856,959,0,449,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x01792.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x01792.png,959,3900,512,512,1792,896,2304,959,0,449,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x02240.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x02240.png,959,3900,512,512,2240,896,2752,959,0,449,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x02688.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x02688.png,959,3900,512,512,2688,896,3200,959,0,449,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x03136.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x03136.png,959,3900,512,512,3136,896,3648,959,0,449,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0139_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x03584.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0139_segment_1_segmented_smoothed__y00896_x03584.png,959,3900,512,512,3584,896,3900,959,196,449,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x00000.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x00000.png,918,3900,512,512,0,0,512,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x00448.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x00448.png,918,3900,512,512,448,0,960,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x00896.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x00896.png,918,3900,512,512,896,0,1408,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x01344.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x01344.png,918,3900,512,512,1344,0,1856,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x01792.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x01792.png,918,3900,512,512,1792,0,2304,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x02240.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x02240.png,918,3900,512,512,2240,0,2752,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x02688.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x02688.png,918,3900,512,512,2688,0,3200,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x03136.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x03136.png,918,3900,512,512,3136,0,3648,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x03584.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00000_x03584.png,918,3900,512,512,3584,0,3900,512,196,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x00000.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x00000.png,918,3900,512,512,0,448,512,918,0,42,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x00448.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x00448.png,918,3900,512,512,448,448,960,918,0,42,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x00896.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x00896.png,918,3900,512,512,896,448,1408,918,0,42,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x01344.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x01344.png,918,3900,512,512,1344,448,1856,918,0,42,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x01792.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x01792.png,918,3900,512,512,1792,448,2304,918,0,42,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x02240.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x02240.png,918,3900,512,512,2240,448,2752,918,0,42,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x02688.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x02688.png,918,3900,512,512,2688,448,3200,918,0,42,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x03136.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x03136.png,918,3900,512,512,3136,448,3648,918,0,42,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x03584.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00448_x03584.png,918,3900,512,512,3584,448,3900,918,196,42,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x00000.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x00000.png,918,3900,512,512,0,896,512,918,0,490,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x00448.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x00448.png,918,3900,512,512,448,896,960,918,0,490,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x00896.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x00896.png,918,3900,512,512,896,896,1408,918,0,490,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x01344.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x01344.png,918,3900,512,512,1344,896,1856,918,0,490,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x01792.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x01792.png,918,3900,512,512,1792,896,2304,918,0,490,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x02240.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x02240.png,918,3900,512,512,2240,896,2752,918,0,490,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x02688.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x02688.png,918,3900,512,512,2688,896,3200,918,0,490,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x03136.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x03136.png,918,3900,512,512,3136,896,3648,918,0,490,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0140_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x03584.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0140_segment_1_segmented_smoothed__y00896_x03584.png,918,3900,512,512,3584,896,3900,918,196,490,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0142_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0142_segment_1_segmented_smoothed__y00000_x00000.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0142_segment_1_segmented_smoothed__fused_INNER_mu0p3932247071639838_b0p01_e72__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0142_segment_1_segmented_smoothed__y00000_x00000.png,1183,3900,512,512,0,0,512,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0142_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0142_segment_1_segmented_smoothed__y00000_x00448.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0142_segment_1_segmented_smoothed__fused_INNER_mu0p3932247071639838_b0p01_e72__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0142_segment_1_segmented_smoothed__y00000_x00448.png,1183,3900,512,512,448,0,960,512,0,0,448,448
